patient,histology,config,source,target
9,LUAD,floor30,Adventitial fibroblasts,Alveolar macrophages
9,LUAD,floor30,Adventitial fibroblasts,Interstitial Mph perivascular
9,LUAD,floor30,Alveolar fibroblasts,AT2
9,LUAD,floor30,Alveolar fibroblasts,Alveolar macrophages
9,LUAD,floor30,Alveolar fibroblasts,Interstitial Mph perivascular
9,LUAD,floor30,Alveolar macrophages,AT2
9,LUAD,floor30,Alveolar macrophages,Adventitial fibroblasts
9,LUAD,floor30,Alveolar macrophages,Alveolar fibroblasts
9,LUAD,floor30,Interstitial Mph perivascular,AT2
9,LUAD,floor30,Interstitial Mph perivascular,Adventitial fibroblasts
9,LUAD,floor30,Interstitial Mph perivascular,Alveolar fibroblasts
9,LUAD,floor100,AT2,Adventitial fibroblasts
9,LUAD,floor100,AT2,Alveolar fibroblasts
9,LUAD,floor100,Adventitial fibroblasts,AT2
9,LUAD,floor100,Alveolar fibroblasts,AT2
9,LUAD,expression005,AT2,Adventitial fibroblasts
9,LUAD,expression005,AT2,Alveolar fibroblasts
9,LUAD,expression005,Adventitial fibroblasts,AT2
9,LUAD,expression005,Alveolar fibroblasts,AT2
9,LUAD,expression020,AT2,Adventitial fibroblasts
9,LUAD,expression020,AT2,Alveolar fibroblasts
9,LUAD,expression020,Adventitial fibroblasts,AT2
9,LUAD,expression020,Alveolar fibroblasts,AT2
9,LUAD,uncertainty030,AT2,Adventitial fibroblasts
9,LUAD,uncertainty030,AT2,Alveolar fibroblasts
9,LUAD,uncertainty030,Adventitial fibroblasts,AT2
9,LUAD,uncertainty030,Adventitial fibroblasts,Monocyte-derived Mph
9,LUAD,uncertainty030,Alveolar fibroblasts,AT2
9,LUAD,uncertainty030,Alveolar fibroblasts,Monocyte-derived Mph
9,LUAD,uncertainty030,Monocyte-derived Mph,AT2
9,LUAD,uncertainty030,Monocyte-derived Mph,Adventitial fibroblasts
9,LUAD,uncertainty030,Monocyte-derived Mph,Alveolar fibroblasts
9,LUAD,largest_library,AT2,Adventitial fibroblasts
9,LUAD,largest_library,AT2,Alveolar fibroblasts
9,LUAD,largest_library,Adventitial fibroblasts,AT2
9,LUAD,largest_library,Alveolar fibroblasts,AT2
9,normal,all_cells_primary,AT2,Alveolar fibroblasts
9,normal,all_cells_primary,Alveolar fibroblasts,AT2
9,normal,cap500_seed1,AT2,Alveolar fibroblasts
9,normal,cap500_seed1,Alveolar fibroblasts,AT2
9,normal,cap500_seed2,AT2,Alveolar fibroblasts
9,normal,cap500_seed2,Alveolar fibroblasts,AT2
9,normal,floor30,AT2,Alveolar fibroblasts
9,normal,floor30,Alveolar fibroblasts,AT2
9,normal,floor30,Alveolar fibroblasts,Alveolar macrophages
9,normal,floor30,Alveolar macrophages,AT2
9,normal,floor30,Alveolar macrophages,Alveolar fibroblasts
9,normal,floor100,AT2,Alveolar fibroblasts
9,normal,floor100,Alveolar fibroblasts,AT2
9,normal,expression005,AT2,Alveolar fibroblasts
9,normal,expression005,Alveolar fibroblasts,AT2
9,normal,expression020,AT2,Alveolar fibroblasts
9,normal,expression020,Alveolar fibroblasts,AT2
9,normal,uncertainty030,AT2,Alveolar fibroblasts
9,normal,uncertainty030,Alveolar fibroblasts,AT2
9,normal,largest_library,AT2,Alveolar fibroblasts
9,normal,largest_library,Alveolar fibroblasts,AT2
10,LUAD,all_cells_primary,AT2,Alveolar fibroblasts
10,LUAD,all_cells_primary,AT2,Peribronchial fibroblasts
10,LUAD,all_cells_primary,Alveolar fibroblasts,AT2
10,LUAD,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
10,LUAD,all_cells_primary,Alveolar macrophages,AT2
10,LUAD,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
10,LUAD,all_cells_primary,Alveolar macrophages,Peribronchial fibroblasts
10,LUAD,all_cells_primary,Peribronchial fibroblasts,AT2
10,LUAD,all_cells_primary,Peribronchial fibroblasts,Alveolar macrophages
10,LUAD,cap500_seed1,AT2,Alveolar fibroblasts
10,LUAD,cap500_seed1,AT2,Peribronchial fibroblasts
10,LUAD,cap500_seed1,Alveolar fibroblasts,AT2
10,LUAD,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
10,LUAD,cap500_seed1,Alveolar macrophages,AT2
10,LUAD,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
10,LUAD,cap500_seed1,Alveolar macrophages,Peribronchial fibroblasts
10,LUAD,cap500_seed1,Peribronchial fibroblasts,AT2
10,LUAD,cap500_seed1,Peribronchial fibroblasts,Alveolar macrophages
10,LUAD,cap500_seed2,AT2,Alveolar fibroblasts
10,LUAD,cap500_seed2,AT2,Peribronchial fibroblasts
10,LUAD,cap500_seed2,Alveolar fibroblasts,AT2
10,LUAD,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
10,LUAD,cap500_seed2,Alveolar macrophages,AT2
10,LUAD,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
10,LUAD,cap500_seed2,Alveolar macrophages,Peribronchial fibroblasts
10,LUAD,cap500_seed2,Peribronchial fibroblasts,AT2
10,LUAD,cap500_seed2,Peribronchial fibroblasts,Alveolar macrophages
10,LUAD,floor30,AT2,Alveolar fibroblasts
10,LUAD,floor30,AT2,Peribronchial fibroblasts
10,LUAD,floor30,Alveolar fibroblasts,AT2
10,LUAD,floor30,Alveolar fibroblasts,Alveolar macrophages
10,LUAD,floor30,Alveolar fibroblasts,Interstitial Mph perivascular
10,LUAD,floor30,Alveolar macrophages,AT2
10,LUAD,floor30,Alveolar macrophages,Alveolar fibroblasts
10,LUAD,floor30,Alveolar macrophages,Peribronchial fibroblasts
10,LUAD,floor30,Interstitial Mph perivascular,AT2
10,LUAD,floor30,Interstitial Mph perivascular,Alveolar fibroblasts
10,LUAD,floor30,Interstitial Mph perivascular,Peribronchial fibroblasts
10,LUAD,floor30,Peribronchial fibroblasts,AT2
10,LUAD,floor30,Peribronchial fibroblasts,Alveolar macrophages
10,LUAD,floor30,Peribronchial fibroblasts,Interstitial Mph perivascular
10,LUAD,floor100,AT2,Alveolar fibroblasts
10,LUAD,floor100,Alveolar fibroblasts,AT2
10,LUAD,floor100,Alveolar fibroblasts,Alveolar macrophages
10,LUAD,floor100,Alveolar macrophages,AT2
10,LUAD,floor100,Alveolar macrophages,Alveolar fibroblasts
10,LUAD,expression005,AT2,Alveolar fibroblasts
10,LUAD,expression005,AT2,Peribronchial fibroblasts
10,LUAD,expression005,Alveolar fibroblasts,AT2
10,LUAD,expression005,Alveolar fibroblasts,Alveolar macrophages
10,LUAD,expression005,Alveolar macrophages,AT2
10,LUAD,expression005,Alveolar macrophages,Alveolar fibroblasts
10,LUAD,expression005,Alveolar macrophages,Peribronchial fibroblasts
10,LUAD,expression005,Peribronchial fibroblasts,AT2
10,LUAD,expression005,Peribronchial fibroblasts,Alveolar macrophages
10,LUAD,expression020,AT2,Alveolar fibroblasts
10,LUAD,expression020,AT2,Peribronchial fibroblasts
10,LUAD,expression020,Alveolar fibroblasts,AT2
10,LUAD,expression020,Alveolar fibroblasts,Alveolar macrophages
10,LUAD,expression020,Alveolar macrophages,AT2
10,LUAD,expression020,Alveolar macrophages,Alveolar fibroblasts
10,LUAD,expression020,Alveolar macrophages,Peribronchial fibroblasts
10,LUAD,expression020,Peribronchial fibroblasts,AT2
10,LUAD,expression020,Peribronchial fibroblasts,Alveolar macrophages
10,LUAD,uncertainty030,AT2,Alveolar fibroblasts
10,LUAD,uncertainty030,AT2,Peribronchial fibroblasts
10,LUAD,uncertainty030,Alveolar fibroblasts,AT2
10,LUAD,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
10,LUAD,uncertainty030,Alveolar fibroblasts,Interstitial Mph perivascular
10,LUAD,uncertainty030,Alveolar fibroblasts,Monocyte-derived Mph
10,LUAD,uncertainty030,Alveolar macrophages,AT2
10,LUAD,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
10,LUAD,uncertainty030,Alveolar macrophages,Peribronchial fibroblasts
10,LUAD,uncertainty030,Interstitial Mph perivascular,AT2
10,LUAD,uncertainty030,Interstitial Mph perivascular,Alveolar fibroblasts
10,LUAD,uncertainty030,Interstitial Mph perivascular,Peribronchial fibroblasts
10,LUAD,uncertainty030,Monocyte-derived Mph,AT2
10,LUAD,uncertainty030,Monocyte-derived Mph,Alveolar fibroblasts
10,LUAD,uncertainty030,Monocyte-derived Mph,Peribronchial fibroblasts
10,LUAD,uncertainty030,Peribronchial fibroblasts,AT2
10,LUAD,uncertainty030,Peribronchial fibroblasts,Alveolar macrophages
10,LUAD,uncertainty030,Peribronchial fibroblasts,Interstitial Mph perivascular
10,LUAD,uncertainty030,Peribronchial fibroblasts,Monocyte-derived Mph
10,LUAD,largest_library,AT2,Alveolar fibroblasts
10,LUAD,largest_library,AT2,Peribronchial fibroblasts
10,LUAD,largest_library,Alveolar fibroblasts,AT2
10,LUAD,largest_library,Alveolar fibroblasts,Alveolar macrophages
10,LUAD,largest_library,Alveolar macrophages,AT2
10,LUAD,largest_library,Alveolar macrophages,Alveolar fibroblasts
10,LUAD,largest_library,Alveolar macrophages,Peribronchial fibroblasts
10,LUAD,largest_library,Peribronchial fibroblasts,AT2
10,LUAD,largest_library,Peribronchial fibroblasts,Alveolar macrophages
10,MIA,all_cells_primary,AT2,Alveolar fibroblasts
10,MIA,all_cells_primary,Alveolar fibroblasts,AT2
10,MIA,cap500_seed1,AT2,Alveolar fibroblasts
10,MIA,cap500_seed1,Alveolar fibroblasts,AT2
10,MIA,cap500_seed2,AT2,Alveolar fibroblasts
10,MIA,cap500_seed2,Alveolar fibroblasts,AT2
10,MIA,floor30,AT2,Alveolar fibroblasts
10,MIA,floor30,Alveolar fibroblasts,AT2
10,MIA,floor100,AT2,Alveolar fibroblasts
10,MIA,floor100,Alveolar fibroblasts,AT2
10,MIA,expression005,AT2,Alveolar fibroblasts
10,MIA,expression005,Alveolar fibroblasts,AT2
10,MIA,expression020,AT2,Alveolar fibroblasts
10,MIA,expression020,Alveolar fibroblasts,AT2
10,MIA,uncertainty030,AT2,Alveolar fibroblasts
10,MIA,uncertainty030,Alveolar fibroblasts,AT2
10,MIA,largest_library,AT2,Alveolar fibroblasts
10,MIA,largest_library,Alveolar fibroblasts,AT2
10,normal,all_cells_primary,AT2,Alveolar fibroblasts
10,normal,all_cells_primary,Alveolar fibroblasts,AT2
10,normal,cap500_seed1,AT2,Alveolar fibroblasts
10,normal,cap500_seed1,Alveolar fibroblasts,AT2
10,normal,cap500_seed2,AT2,Alveolar fibroblasts
10,normal,cap500_seed2,Alveolar fibroblasts,AT2
10,normal,floor30,AT2,Alveolar fibroblasts
10,normal,floor30,Alveolar fibroblasts,AT2
10,normal,floor100,AT2,Alveolar fibroblasts
10,normal,floor100,Alveolar fibroblasts,AT2
10,normal,expression005,AT2,Alveolar fibroblasts
10,normal,expression005,Alveolar fibroblasts,AT2
10,normal,expression020,AT2,Alveolar fibroblasts
10,normal,expression020,Alveolar fibroblasts,AT2
10,normal,uncertainty030,AT2,Alveolar fibroblasts
10,normal,uncertainty030,Alveolar fibroblasts,AT2
10,normal,largest_library,AT2,Alveolar fibroblasts
10,normal,largest_library,Alveolar fibroblasts,AT2
11,AAH,all_cells_primary,AT2,Alveolar fibroblasts
11,AAH,all_cells_primary,Alveolar fibroblasts,AT2
11,AAH,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
11,AAH,all_cells_primary,Alveolar macrophages,AT2
11,AAH,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
11,AAH,cap500_seed1,AT2,Alveolar fibroblasts
11,AAH,cap500_seed1,Alveolar fibroblasts,AT2
11,AAH,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
11,AAH,cap500_seed1,Alveolar macrophages,AT2
11,AAH,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
11,AAH,cap500_seed2,AT2,Alveolar fibroblasts
11,AAH,cap500_seed2,Alveolar fibroblasts,AT2
11,AAH,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
11,AAH,cap500_seed2,Alveolar macrophages,AT2
11,AAH,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
11,AAH,floor30,AT2,Adventitial fibroblasts
11,AAH,floor30,AT2,Alveolar fibroblasts
11,AAH,floor30,Adventitial fibroblasts,AT2
11,AAH,floor30,Adventitial fibroblasts,Alveolar macrophages
11,AAH,floor30,Alveolar fibroblasts,AT2
11,AAH,floor30,Alveolar fibroblasts,Alveolar macrophages
11,AAH,floor30,Alveolar macrophages,AT2
11,AAH,floor30,Alveolar macrophages,Adventitial fibroblasts
11,AAH,floor30,Alveolar macrophages,Alveolar fibroblasts
11,AAH,floor100,AT2,Alveolar fibroblasts
11,AAH,floor100,Alveolar fibroblasts,AT2
11,AAH,expression005,AT2,Alveolar fibroblasts
11,AAH,expression005,Alveolar fibroblasts,AT2
11,AAH,expression005,Alveolar fibroblasts,Alveolar macrophages
11,AAH,expression005,Alveolar macrophages,AT2
11,AAH,expression005,Alveolar macrophages,Alveolar fibroblasts
11,AAH,expression020,AT2,Alveolar fibroblasts
11,AAH,expression020,Alveolar fibroblasts,AT2
11,AAH,expression020,Alveolar fibroblasts,Alveolar macrophages
11,AAH,expression020,Alveolar macrophages,AT2
11,AAH,expression020,Alveolar macrophages,Alveolar fibroblasts
11,AAH,uncertainty030,AT2,Adventitial fibroblasts
11,AAH,uncertainty030,AT2,Alveolar fibroblasts
11,AAH,uncertainty030,Adventitial fibroblasts,AT2
11,AAH,uncertainty030,Adventitial fibroblasts,Alveolar macrophages
11,AAH,uncertainty030,Alveolar fibroblasts,AT2
11,AAH,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
11,AAH,uncertainty030,Alveolar macrophages,AT2
11,AAH,uncertainty030,Alveolar macrophages,Adventitial fibroblasts
11,AAH,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
11,AAH,largest_library,AT2,Alveolar fibroblasts
11,AAH,largest_library,Alveolar fibroblasts,AT2
11,AAH,largest_library,Alveolar fibroblasts,Alveolar macrophages
11,AAH,largest_library,Alveolar macrophages,AT2
11,AAH,largest_library,Alveolar macrophages,Alveolar fibroblasts
11,LUAD,all_cells_primary,AT2,Alveolar fibroblasts
11,LUAD,all_cells_primary,AT2,Peribronchial fibroblasts
11,LUAD,all_cells_primary,Alveolar fibroblasts,AT2
11,LUAD,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
11,LUAD,all_cells_primary,Alveolar macrophages,AT2
11,LUAD,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
11,LUAD,all_cells_primary,Alveolar macrophages,Peribronchial fibroblasts
11,LUAD,all_cells_primary,Peribronchial fibroblasts,AT2
11,LUAD,all_cells_primary,Peribronchial fibroblasts,Alveolar macrophages
11,LUAD,cap500_seed1,AT2,Alveolar fibroblasts
11,LUAD,cap500_seed1,AT2,Peribronchial fibroblasts
11,LUAD,cap500_seed1,Alveolar fibroblasts,AT2
11,LUAD,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
11,LUAD,cap500_seed1,Alveolar macrophages,AT2
11,LUAD,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
11,LUAD,cap500_seed1,Alveolar macrophages,Peribronchial fibroblasts
11,LUAD,cap500_seed1,Peribronchial fibroblasts,AT2
11,LUAD,cap500_seed1,Peribronchial fibroblasts,Alveolar macrophages
11,LUAD,cap500_seed2,AT2,Alveolar fibroblasts
11,LUAD,cap500_seed2,AT2,Peribronchial fibroblasts
11,LUAD,cap500_seed2,Alveolar fibroblasts,AT2
11,LUAD,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
11,LUAD,cap500_seed2,Alveolar macrophages,AT2
11,LUAD,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
11,LUAD,cap500_seed2,Alveolar macrophages,Peribronchial fibroblasts
11,LUAD,cap500_seed2,Peribronchial fibroblasts,AT2
11,LUAD,cap500_seed2,Peribronchial fibroblasts,Alveolar macrophages
11,LUAD,floor30,AT2,Alveolar fibroblasts
11,LUAD,floor30,AT2,Peribronchial fibroblasts
11,LUAD,floor30,Alveolar fibroblasts,AT2
11,LUAD,floor30,Alveolar fibroblasts,Alveolar macrophages
11,LUAD,floor30,Alveolar fibroblasts,Interstitial Mph perivascular
11,LUAD,floor30,Alveolar macrophages,AT2
11,LUAD,floor30,Alveolar macrophages,Alveolar fibroblasts
11,LUAD,floor30,Alveolar macrophages,Peribronchial fibroblasts
11,LUAD,floor30,Interstitial Mph perivascular,AT2
11,LUAD,floor30,Interstitial Mph perivascular,Alveolar fibroblasts
11,LUAD,floor30,Interstitial Mph perivascular,Peribronchial fibroblasts
11,LUAD,floor30,Peribronchial fibroblasts,AT2
11,LUAD,floor30,Peribronchial fibroblasts,Alveolar macrophages
11,LUAD,floor30,Peribronchial fibroblasts,Interstitial Mph perivascular
11,LUAD,floor100,AT2,Alveolar fibroblasts
11,LUAD,floor100,AT2,Peribronchial fibroblasts
11,LUAD,floor100,Alveolar fibroblasts,AT2
11,LUAD,floor100,Alveolar fibroblasts,Alveolar macrophages
11,LUAD,floor100,Alveolar macrophages,AT2
11,LUAD,floor100,Alveolar macrophages,Alveolar fibroblasts
11,LUAD,floor100,Alveolar macrophages,Peribronchial fibroblasts
11,LUAD,floor100,Peribronchial fibroblasts,AT2
11,LUAD,floor100,Peribronchial fibroblasts,Alveolar macrophages
11,LUAD,expression005,AT2,Alveolar fibroblasts
11,LUAD,expression005,AT2,Peribronchial fibroblasts
11,LUAD,expression005,Alveolar fibroblasts,AT2
11,LUAD,expression005,Alveolar fibroblasts,Alveolar macrophages
11,LUAD,expression005,Alveolar macrophages,AT2
11,LUAD,expression005,Alveolar macrophages,Alveolar fibroblasts
11,LUAD,expression005,Alveolar macrophages,Peribronchial fibroblasts
11,LUAD,expression005,Peribronchial fibroblasts,AT2
11,LUAD,expression005,Peribronchial fibroblasts,Alveolar macrophages
11,LUAD,expression020,AT2,Alveolar fibroblasts
11,LUAD,expression020,AT2,Peribronchial fibroblasts
11,LUAD,expression020,Alveolar fibroblasts,AT2
11,LUAD,expression020,Alveolar fibroblasts,Alveolar macrophages
11,LUAD,expression020,Alveolar macrophages,AT2
11,LUAD,expression020,Alveolar macrophages,Alveolar fibroblasts
11,LUAD,expression020,Alveolar macrophages,Peribronchial fibroblasts
11,LUAD,expression020,Peribronchial fibroblasts,AT2
11,LUAD,expression020,Peribronchial fibroblasts,Alveolar macrophages
11,LUAD,uncertainty030,AT2,Alveolar fibroblasts
11,LUAD,uncertainty030,AT2,Peribronchial fibroblasts
11,LUAD,uncertainty030,Alveolar fibroblasts,AT2
11,LUAD,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
11,LUAD,uncertainty030,Alveolar fibroblasts,Interstitial Mph perivascular
11,LUAD,uncertainty030,Alveolar fibroblasts,Monocyte-derived Mph
11,LUAD,uncertainty030,Alveolar macrophages,AT2
11,LUAD,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
11,LUAD,uncertainty030,Alveolar macrophages,Peribronchial fibroblasts
11,LUAD,uncertainty030,Interstitial Mph perivascular,AT2
11,LUAD,uncertainty030,Interstitial Mph perivascular,Alveolar fibroblasts
11,LUAD,uncertainty030,Interstitial Mph perivascular,Peribronchial fibroblasts
11,LUAD,uncertainty030,Monocyte-derived Mph,AT2
11,LUAD,uncertainty030,Monocyte-derived Mph,Alveolar fibroblasts
11,LUAD,uncertainty030,Monocyte-derived Mph,Peribronchial fibroblasts
11,LUAD,uncertainty030,Peribronchial fibroblasts,AT2
11,LUAD,uncertainty030,Peribronchial fibroblasts,Alveolar macrophages
11,LUAD,uncertainty030,Peribronchial fibroblasts,Interstitial Mph perivascular
11,LUAD,uncertainty030,Peribronchial fibroblasts,Monocyte-derived Mph
11,LUAD,largest_library,AT2,Alveolar fibroblasts
11,LUAD,largest_library,AT2,Peribronchial fibroblasts
11,LUAD,largest_library,Alveolar fibroblasts,AT2
11,LUAD,largest_library,Alveolar fibroblasts,Alveolar macrophages
11,LUAD,largest_library,Alveolar macrophages,AT2
11,LUAD,largest_library,Alveolar macrophages,Alveolar fibroblasts
11,LUAD,largest_library,Alveolar macrophages,Peribronchial fibroblasts
11,LUAD,largest_library,Peribronchial fibroblasts,AT2
11,LUAD,largest_library,Peribronchial fibroblasts,Alveolar macrophages
11,normal,all_cells_primary,AT2,Alveolar fibroblasts
11,normal,all_cells_primary,Alveolar fibroblasts,AT2
11,normal,cap500_seed1,AT2,Alveolar fibroblasts
11,normal,cap500_seed1,Alveolar fibroblasts,AT2
11,normal,cap500_seed2,AT2,Alveolar fibroblasts
11,normal,cap500_seed2,Alveolar fibroblasts,AT2
11,normal,floor30,AT2,Alveolar fibroblasts
11,normal,floor30,Alveolar fibroblasts,AT2
11,normal,floor100,AT2,Alveolar fibroblasts
11,normal,floor100,Alveolar fibroblasts,AT2
11,normal,expression005,AT2,Alveolar fibroblasts
11,normal,expression005,Alveolar fibroblasts,AT2
11,normal,expression020,AT2,Alveolar fibroblasts
11,normal,expression020,Alveolar fibroblasts,AT2
11,normal,uncertainty030,AT2,Alveolar fibroblasts
11,normal,uncertainty030,Alveolar fibroblasts,AT2
11,normal,largest_library,AT2,Alveolar fibroblasts
11,normal,largest_library,Alveolar fibroblasts,AT2
12,AIS,all_cells_primary,AT2,Alveolar fibroblasts
12,AIS,all_cells_primary,Alveolar fibroblasts,AT2
12,AIS,cap500_seed1,AT2,Alveolar fibroblasts
12,AIS,cap500_seed1,Alveolar fibroblasts,AT2
12,AIS,cap500_seed2,AT2,Alveolar fibroblasts
12,AIS,cap500_seed2,Alveolar fibroblasts,AT2
12,AIS,floor30,AT2,Alveolar fibroblasts
12,AIS,floor30,Alveolar fibroblasts,AT2
12,AIS,floor30,Alveolar fibroblasts,Alveolar macrophages
12,AIS,floor30,Alveolar macrophages,AT2
12,AIS,floor30,Alveolar macrophages,Alveolar fibroblasts
12,AIS,floor100,AT2,Alveolar fibroblasts
